Date,Price,Open,High,Low,Vol.,Change %
7/24/2017,31.9,31.6,31.9,31.6,0.25K,0.95%
7/25/2017,32.0,31.6,32.0,31.6,0.81K,0.31%
7/26/2017,31.9,32.0,32.0,31.9,1.20K,-0.31%
7/27/2017,32.0,31.8,32.0,31.5,2.34K,0.31%
7/28/2017,32.4,32.0,32.4,32.0,12.00K,1.25%
7/31/2017,31.8,32.0,32.0,31.8,3.18K,-1.85%
8/1/2017,32.0,32.0,32.4,31.7,8.41K,0.63%
8/2/2017,31.5,31.6,31.6,31.4,0.77K,-1.56%
8/3/2017,31.5,31.5,31.5,31.2,0.27K,0.00%
8/4/2017,31.3,31.3,31.5,31.3,0.81K,-0.63%
8/8/2017,31.8,31.2,31.8,31.2,11.10K,1.60%
8/9/2017,31.8,31.7,31.8,31.7,4.14K,0.00%
8/10/2017,32.0,31.5,32.0,31.4,4.17K,0.63%
8/11/2017,31.8,31.8,32.0,31.0,6.05K,-0.63%
8/14/2017,31.0,31.8,31.8,31.0,1.83K,-2.52%
8/15/2017,30.3,30.9,30.9,30.1,22.97K,-2.26%
8/16/2017,30.8,31.0,31.0,30.0,4.50K,1.65%
8/17/2017,30.0,30.5,30.5,30.0,4.24K,-2.60%
8/18/2017,30.9,30.0,30.9,30.0,1.98K,3.00%
8/21/2017,30.5,30.7,30.9,30.1,6.37K,-1.29%
8/22/2017,30.5,30.4,30.5,30.4,0.18K,0.00%
8/23/2017,30.3,30.3,30.3,30.3,0.70K,-0.66%
8/24/2017,30.4,30.4,30.4,30.2,1.76K,0.33%
8/25/2017,30.3,30.1,30.4,30.1,1.67K,-0.33%
8/28/2017,30.3,30.0,30.3,30.0,3.00K,0.00%
8/29/2017,30.0,30.3,30.3,29.9,2.26K,-0.99%
8/30/2017,29.5,29.9,30.0,29.5,8.11K,-1.67%
8/31/2017,30.0,29.5,30.0,29.5,1.11K,1.69%
9/4/2017,30.0,30.0,30.0,30.0,0.40K,0.00%
9/6/2017,29.0,29.6,29.6,28.6,7.06K,-3.33%
9/7/2017,28.5,28.7,28.7,28.4,27.52K,-1.72%
9/8/2017,28.5,28.5,28.5,28.2,18.17K,0.00%
9/11/2017,29.0,29.0,29.0,28.5,1.08K,1.75%
9/12/2017,29.0,29.3,29.5,28.5,4.94K,0.00%
9/13/2017,29.4,29.5,29.5,29.3,0.59K,1.38%
9/14/2017,28.5,29.4,29.4,28.4,22.62K,-3.06%
9/15/2017,28.5,28.5,28.5,28.4,32.61K,0.00%
9/18/2017,29.4,29.8,29.8,29.4,1.28K,3.16%
9/19/2017,30.0,29.0,30.4,29.0,4.80K,2.04%
9/20/2017,28.5,29.5,29.5,28.4,31.82K,-5.00%
9/21/2017,28.5,28.5,28.5,28.0,34.70K,0.00%
9/22/2017,28.5,28.5,28.5,28.4,1.46K,0.00%
9/25/2017,28.5,28.5,28.5,28.3,27.38K,0.00%
9/26/2017,28.5,28.5,28.5,28.3,7.12K,0.00%
9/27/2017,29.0,29.0,29.0,28.9,3.26K,1.75%
9/28/2017,29.0,28.6,29.0,28.5,2.94K,0.00%
9/29/2017,29.0,29.0,29.0,29.0,1.47K,0.00%
10/2/2017,29.7,28.9,29.8,28.8,8.20K,2.41%
10/3/2017,28.9,29.7,30.0,28.9,2.10K,-2.69%
10/4/2017,29.6,29.0,29.6,28.7,21.14K,2.42%
10/6/2017,29.6,29.7,30.0,29.3,12.65K,0.00%
10/9/2017,29.1,29.0,29.7,29.0,1.55K,-1.69%
10/10/2017,29.6,29.5,29.7,29.0,13.76K,1.72%
10/11/2017,29.4,29.6,30.7,29.4,22.44K,-0.68%
10/12/2017,30.8,30.0,31.6,29.3,31.97K,4.76%
10/13/2017,31.5,31.4,31.9,30.8,32.33K,2.27%
10/16/2017,31.0,31.5,31.9,31.0,3.58K,-1.59%
10/17/2017,30.6,31.0,31.5,30.0,8.05K,-1.29%
10/20/2017,30.5,30.2,30.5,30.2,0.93K,-0.33%
10/23/2017,31.0,30.5,31.0,30.5,2.20K,1.64%
10/24/2017,31.2,31.0,31.3,31.0,0.55K,0.65%
10/25/2017,31.3,31.3,31.3,31.3,0.10K,0.32%
10/26/2017,31.3,31.2,31.3,31.0,1.43K,0.00%
10/27/2017,30.0,30.1,31.0,30.0,3.93K,-4.15%
10/30/2017,30.0,30.1,31.0,29.7,4.81K,0.00%
10/31/2017,30.5,30.1,30.6,30.1,1.30K,1.67%
11/1/2017,30.8,30.8,30.8,30.8,0.50K,0.98%
11/2/2017,30.6,29.7,30.6,29.7,0.55K,-0.65%
11/6/2017,29.7,30.6,30.6,29.5,0.60K,-2.94%
11/7/2017,29.5,29.6,29.6,29.5,3.00K,-0.67%
11/8/2017,30.6,29.4,30.6,29.4,0.29K,3.73%
11/9/2017,30.9,30.7,31.0,30.7,2.62K,0.98%
11/10/2017,30.5,30.9,31.2,29.7,9.15K,-1.29%
11/13/2017,29.6,29.8,29.8,29.6,0.95K,-2.95%
11/14/2017,30.0,30.0,30.0,29.6,1.55K,1.35%
11/15/2017,30.0,30.0,30.0,30.0,0.50K,0.00%
11/16/2017,29.2,29.5,29.5,29.2,0.27K,-2.67%
11/17/2017,30.0,29.1,30.4,29.0,20.67K,2.74%
11/20/2017,30.0,30.0,30.0,30.0,0.50K,0.00%
11/21/2017,31.0,30.0,31.0,30.0,4.75K,3.33%
11/22/2017,31.5,30.9,31.5,30.9,16.73K,1.61%
11/23/2017,31.5,31.5,31.5,31.5,0.50K,0.00%
11/24/2017,30.0,29.4,30.1,28.0,7.70K,-4.76%
11/27/2017,29.9,30.0,30.0,29.5,1.80K,-0.33%
11/28/2017,29.5,29.5,29.5,29.5,0.05K,-1.34%
11/29/2017,29.9,29.0,29.9,28.7,2.81K,1.36%
11/30/2017,29.5,28.9,29.5,28.9,0.70K,-1.34%
12/4/2017,29.0,28.9,29.0,28.6,1.20K,-1.69%
12/5/2017,28.7,28.6,28.7,28.6,0.40K,-1.03%
12/6/2017,28.5,28.6,28.6,28.5,0.44K,-0.70%
12/7/2017,29.0,28.5,29.0,28.5,1.30K,1.75%
12/11/2017,28.5,29.0,29.0,28.5,18.40K,-1.72%
12/12/2017,28.0,28.5,28.5,28.0,13.03K,-1.75%
12/13/2017,28.7,27.9,28.7,27.9,0.24K,2.50%
12/14/2017,28.5,28.5,28.5,28.5,0.03K,-0.70%
12/15/2017,28.1,29.0,29.0,28.1,0.42K,-1.40%
12/18/2017,28.0,28.5,28.5,28.0,0.90K,-0.36%
12/19/2017,27.9,28.5,28.5,27.9,5.00K,-0.36%
12/20/2017,27.8,27.8,27.9,27.8,3.80K,-0.36%
12/21/2017,27.4,27.9,27.9,27.4,4.86K,-1.44%
12/22/2017,27.2,27.4,27.4,27.0,7.56K,-0.73%
12/26/2017,28.3,27.8,28.3,27.8,1.10K,4.04%
12/27/2017,28.0,28.0,28.0,27.5,2.37K,-1.06%
12/28/2017,28.9,28.8,28.9,28.8,2.00K,3.21%
12/29/2017,28.4,28.8,28.9,28.4,5.92K,-1.73%
1/2/2018,28.5,28.9,29.0,28.0,1.01K,0.35%
1/3/2018,29.8,28.5,30.0,28.4,7.51K,4.56%
1/4/2018,28.5,28.5,28.5,28.5,0.01K,-4.36%
1/5/2018,29.5,29.9,30.0,29.5,0.52K,3.51%
1/8/2018,29.5,30.0,30.0,28.3,0.73K,0.00%
1/9/2018,28.0,28.6,28.6,28.0,15.13K,-5.08%
1/10/2018,29.0,27.7,29.0,27.7,19.97K,3.57%
1/11/2018,27.8,29.0,29.5,27.8,5.85K,-4.14%
1/12/2018,28.7,29.0,29.0,27.5,6.46K,3.24%
1/16/2018,28.5,28.7,28.7,27.5,10.92K,-0.70%
1/17/2018,27.7,27.6,28.5,27.6,0.36K,-2.81%
1/18/2018,28.4,28.4,28.4,28.4,0.00K,2.53%
1/19/2018,28.3,28.3,28.3,28.3,0.15K,-0.35%
1/22/2018,28.0,28.0,28.0,28.0,0.01K,-1.06%
1/23/2018,27.7,27.8,27.8,27.7,1.00K,-1.07%
1/24/2018,28.3,27.7,28.3,27.6,3.78K,2.17%
1/25/2018,27.6,27.6,27.6,27.6,0.53K,-2.47%
1/26/2018,28.3,28.3,28.3,28.3,1.00K,2.54%
1/29/2018,27.9,28.0,28.3,27.5,3.80K,-1.41%
1/30/2018,27.9,28.0,28.0,27.5,11.86K,0.00%
2/1/2018,29.5,28.4,29.5,28.4,1.70K,5.73%
2/2/2018,27.9,28.0,28.0,27.9,15.61K,-5.42%
2/6/2018,29.0,27.8,29.0,27.8,0.40K,3.94%
2/7/2018,28.5,27.9,28.5,27.9,1.01K,-1.72%
2/8/2018,28.5,28.4,28.5,27.8,6.03K,0.00%
2/9/2018,29.2,28.5,29.3,28.0,8.78K,2.46%
2/12/2018,28.0,29.1,29.5,28.0,5.49K,-4.11%
2/14/2018,29.3,28.0,29.3,28.0,9.21K,4.64%
2/15/2018,29.1,29.3,29.3,28.0,3.20K,-0.68%
2/16/2018,28.8,29.1,29.3,28.0,7.06K,-1.03%
2/19/2018,28.0,28.8,28.8,28.0,1.08K,-2.78%
2/20/2018,28.0,28.4,28.4,27.9,2.03K,0.00%
2/21/2018,28.0,28.0,28.7,27.8,2.58K,0.00%
2/22/2018,28.0,28.0,28.0,27.5,1.63K,0.00%
2/23/2018,28.0,28.0,28.0,28.0,0.03K,0.00%
2/26/2018,27.9,28.0,28.5,26.9,14.36K,-0.36%
2/27/2018,28.6,27.1,28.6,26.9,9.05K,2.51%
2/28/2018,28.0,27.7,28.0,27.7,1.01K,-2.10%
3/2/2018,28.0,28.5,28.5,28.0,0.60K,0.00%
3/5/2018,28.0,27.6,28.5,27.6,5.30K,0.00%
3/6/2018,28.0,28.0,28.0,28.0,5.18K,0.00%
3/7/2018,27.8,27.9,28.0,27.6,1.50K,-0.71%
3/8/2018,28.0,27.6,28.0,27.4,0.51K,0.72%
3/9/2018,28.0,28.0,28.0,28.0,5.81K,0.00%
3/12/2018,27.9,28.2,28.2,27.9,1.82K,-0.36%
3/13/2018,28.0,27.8,28.0,27.8,0.46K,0.36%
3/14/2018,28.0,27.8,28.0,27.5,2.49K,0.00%
3/15/2018,27.9,27.9,27.9,27.6,1.00K,-0.36%
3/16/2018,27.8,27.9,28.0,27.8,1.18K,-0.36%
3/19/2018,27.3,27.6,28.0,27.3,1.82K,-1.80%
3/20/2018,26.7,27.3,27.3,26.6,7.59K,-2.20%
3/21/2018,26.8,26.8,26.8,26.7,2.48K,0.37%
3/22/2018,26.6,26.9,27.0,26.6,3.71K,-0.75%
3/23/2018,27.0,26.6,27.0,26.6,1.14K,1.50%
3/26/2018,26.9,26.9,26.9,26.9,0.90K,-0.37%
3/27/2018,27.0,26.7,27.0,26.5,4.42K,0.37%
3/28/2018,27.0,27.0,27.0,27.0,0.50K,0.00%
3/29/2018,27.0,27.0,27.0,26.9,2.72K,0.00%
4/2/2018,26.5,27.0,27.0,26.5,4.22K,-1.85%
4/3/2018,26.5,26.5,27.0,26.4,29.35K,0.00%
4/4/2018,28.4,27.5,28.4,27.5,0.20K,7.17%
4/5/2018,27.1,28.5,28.9,26.9,2.89K,-4.58%
4/6/2018,27.0,27.1,27.1,26.9,2.17K,-0.37%
4/9/2018,27.0,27.0,27.0,27.0,1.28K,0.00%
4/10/2018,27.0,27.0,27.0,26.5,13.44K,0.00%
4/11/2018,28.5,27.0,30.0,26.6,18.51K,5.56%
4/12/2018,28.8,29.0,29.0,28.4,2.46K,1.05%
4/16/2018,28.9,28.9,28.9,26.7,7.80K,0.35%
4/17/2018,28.9,28.8,29.0,27.9,4.03K,0.00%
4/18/2018,28.6,27.6,28.6,27.6,0.70K,-1.04%
4/19/2018,28.0,27.6,28.0,27.0,2.12K,-2.10%
4/20/2018,28.0,28.6,28.6,28.0,0.11K,0.00%
4/23/2018,28.6,28.0,28.6,28.0,2.36K,2.14%
4/24/2018,28.5,27.8,29.9,27.8,8.17K,-0.35%
4/25/2018,28.5,28.5,28.5,28.0,1.08K,0.00%
4/26/2018,29.0,28.5,29.0,28.5,4.21K,1.75%
4/27/2018,28.0,27.8,28.0,27.5,2.52K,-3.45%
5/1/2018,27.5,28.0,28.0,27.3,3.91K,-1.79%
5/2/2018,27.9,28.0,28.0,27.5,0.25K,1.45%
5/3/2018,27.7,28.0,28.0,27.1,5.79K,-0.72%
5/4/2018,27.8,28.0,28.0,27.1,0.32K,0.36%
5/8/2018,27.1,27.2,27.2,27.0,9.44K,-2.52%
5/9/2018,27.5,27.2,27.8,27.0,3.86K,1.48%
5/10/2018,27.0,27.0,27.0,26.5,11.04K,-1.82%
5/11/2018,26.6,27.0,27.0,26.6,0.21K,-1.48%
5/14/2018,27.0,27.0,27.0,26.6,0.57K,1.50%
5/15/2018,26.0,26.6,26.6,26.0,20.14K,-3.70%
5/16/2018,26.5,26.5,26.5,26.5,1.56K,1.92%
5/17/2018,26.4,26.1,26.4,25.7,1.02K,-0.38%
5/18/2018,26.0,26.4,26.5,25.6,5.52K,-1.52%
5/21/2018,26.2,26.5,26.5,25.5,5.82K,0.77%
5/22/2018,26.0,25.8,26.1,25.8,0.82K,-0.76%
5/23/2018,26.0,25.8,26.0,25.8,3.10K,0.00%
5/24/2018,26.5,26.2,26.5,25.8,4.74K,1.92%
5/25/2018,26.0,26.7,27.1,25.9,2.29K,-1.89%
5/28/2018,25.1,26.1,26.7,25.1,5.12K,-3.46%
5/30/2018,25.7,25.7,25.7,25.0,11.05K,2.39%
5/31/2018,25.5,24.8,25.5,24.5,2.50K,-0.78%
6/1/2018,25.5,25.4,25.5,25.4,0.70K,0.00%
6/4/2018,25.5,25.4,25.5,25.4,1.01K,0.00%
6/5/2018,26.5,25.5,26.5,25.5,6.84K,3.92%
6/6/2018,26.1,26.5,27.0,26.1,2.08K,-1.51%
6/7/2018,26.3,25.6,26.6,25.5,2.10K,0.77%
6/8/2018,25.2,26.0,26.0,25.1,9.07K,-4.18%
6/11/2018,25.1,25.1,25.2,24.7,3.65K,-0.40%
6/12/2018,24.5,25.0,25.0,24.5,4.38K,-2.39%
6/13/2018,24.5,24.6,24.6,24.5,15.21K,0.00%
6/14/2018,24.6,24.6,24.6,24.0,4.73K,0.41%
6/18/2018,24.5,24.1,24.5,24.1,0.50K,-0.41%
6/19/2018,24.0,24.1,24.2,24.0,10.57K,-2.04%
6/20/2018,23.9,24.0,24.0,23.8,2.51K,-0.42%
6/21/2018,24.8,23.9,24.8,23.9,12.88K,3.77%
6/22/2018,24.4,24.9,25.8,24.0,2.14K,-1.61%
6/25/2018,26.0,25.6,26.0,25.6,1.01K,6.56%
6/26/2018,24.0,25.0,25.8,24.0,9.04K,-7.69%
6/28/2018,24.7,24.0,24.7,24.0,15.19K,2.92%
6/29/2018,24.8,24.9,24.9,23.7,9.95K,0.40%
7/2/2018,24.8,24.0,24.8,24.0,1.00K,0.00%
7/3/2018,24.9,24.8,24.9,24.5,0.06K,0.40%
7/4/2018,24.0,24.0,24.1,24.0,0.40K,-3.61%
7/5/2018,25.0,24.6,25.2,24.6,4.51K,4.17%
7/6/2018,24.9,25.1,26.0,24.2,2.75K,-0.40%
7/9/2018,25.0,24.9,25.9,24.7,1.45K,0.40%
7/10/2018,25.0,25.4,25.4,25.0,0.21K,0.00%
7/12/2018,24.5,24.6,24.6,24.5,2.63K,-2.00%
7/13/2018,24.6,24.5,24.6,23.9,5.93K,0.41%
7/16/2018,24.0,24.5,24.5,23.8,5.40K,-2.44%
7/17/2018,25.0,24.4,25.0,24.4,1.20K,4.17%
7/18/2018,24.8,24.8,24.8,24.8,0.03K,-0.80%
7/19/2018,25.0,24.9,25.0,24.9,1.10K,0.81%
7/20/2018,24.9,25.0,25.3,24.3,1.10K,-0.40%
7/23/2018,24.9,24.2,25.0,24.2,2.30K,0.00%
7/24/2018,24.5,24.2,24.5,24.2,1.03K,-1.61%
7/26/2018,23.8,24.2,24.9,23.8,2.90K,-2.86%
7/30/2018,23.9,23.8,23.9,23.8,1.00K,0.42%
7/31/2018,24.5,23.9,24.5,23.5,6.32K,2.51%
8/1/2018,24.0,24.8,24.8,24.0,0.72K,-2.04%
8/2/2018,24.6,24.8,24.8,23.6,0.47K,2.50%
8/3/2018,24.4,24.6,24.6,24.4,0.20K,-0.81%
8/6/2018,24.7,24.0,24.7,23.9,0.30K,1.23%
8/7/2018,24.0,24.0,24.6,24.0,3.48K,-2.83%
8/8/2018,24.0,24.0,24.5,23.5,4.10K,0.00%
8/9/2018,24.4,24.3,24.4,24.3,0.60K,1.67%
8/10/2018,23.5,24.0,24.3,23.5,1.85K,-3.69%
8/13/2018,23.4,23.7,24.2,23.4,7.54K,-0.43%
8/14/2018,23.8,23.8,24.0,23.0,3.62K,1.71%
8/15/2018,23.3,23.5,23.5,22.8,1.47K,-2.10%
8/16/2018,22.8,23.1,23.1,22.5,2.37K,-2.15%
8/17/2018,22.8,22.8,22.8,22.8,0.07K,0.00%
8/20/2018,22.5,22.9,22.9,22.4,3.47K,-1.32%
8/21/2018,22.5,22.5,22.5,22.5,0.03K,0.00%
8/23/2018,23.0,22.4,23.0,22.4,0.40K,2.22%
8/24/2018,22.9,22.5,23.0,22.1,3.21K,-0.43%
8/27/2018,22.0,22.8,22.9,21.7,5.17K,-3.93%
8/28/2018,21.9,22.0,22.2,21.9,3.30K,-0.45%
8/29/2018,22.0,22.0,22.0,21.8,14.90K,0.46%
8/30/2018,22.5,22.0,22.6,22.0,8.71K,2.27%
8/31/2018,22.3,22.4,23.0,22.0,5.60K,-0.89%
9/3/2018,22.4,22.1,22.5,21.5,6.93K,0.45%
9/4/2018,22.0,22.5,22.5,22.0,4.28K,-1.79%
9/5/2018,22.5,22.6,22.6,22.0,5.08K,2.27%
9/6/2018,22.4,21.7,22.4,21.6,1.50K,-0.44%
9/7/2018,22.6,22.3,22.6,22.1,11.90K,0.89%
9/10/2018,22.1,22.0,22.6,22.0,1.54K,-2.21%
9/11/2018,22.3,22.0,22.3,22.0,4.66K,0.90%
9/12/2018,22.3,22.0,22.3,22.0,5.14K,0.00%
9/13/2018,22.0,22.0,22.4,21.9,5.73K,-1.35%
9/14/2018,22.0,22.4,22.4,21.9,0.46K,0.00%
9/17/2018,22.5,21.9,22.5,21.5,16.00K,2.27%
9/18/2018,21.7,22.2,22.3,21.7,0.06K,-3.56%
9/19/2018,21.6,22.0,22.0,21.6,0.51K,-0.46%
9/20/2018,21.5,21.9,21.9,21.5,2.12K,-0.46%
9/21/2018,21.3,21.4,21.4,21.2,1.25K,-0.93%
9/25/2018,20.0,21.5,21.5,20.0,15.04K,-6.10%
9/26/2018,21.3,21.0,21.5,20.5,1.05K,6.50%
9/27/2018,21.0,21.3,21.3,20.0,0.90K,-1.41%
9/28/2018,20.5,20.0,20.5,20.0,0.57K,-2.38%
10/1/2018,19.5,20.0,21.0,19.5,17.50K,-4.88%
10/2/2018,19.0,19.5,19.5,19.0,12.28K,-2.56%
10/3/2018,19.5,19.0,19.5,19.0,3.24K,2.63%
10/4/2018,19.0,19.1,19.5,18.9,24.41K,-2.56%
10/5/2018,19.4,19.0,19.5,19.0,19.37K,2.11%
10/8/2018,19.9,19.5,20.0,19.5,4.67K,2.58%
10/9/2018,20.3,19.9,20.5,19.9,4.32K,2.01%
10/10/2018,20.0,20.5,20.5,20.0,11.48K,-1.48%
10/11/2018,20.3,20.2,20.3,20.2,1.52K,1.50%
10/12/2018,20.2,20.1,20.3,19.9,6.00K,-0.49%
10/15/2018,20.0,20.0,20.5,20.0,3.44K,-0.99%
10/16/2018,20.0,20.0,20.0,19.8,4.69K,0.00%
10/17/2018,20.0,20.5,20.5,20.0,0.29K,0.00%
10/18/2018,20.2,20.4,20.5,19.8,3.47K,1.00%
10/19/2018,20.1,20.2,20.2,20.1,1.00K,-0.50%
10/22/2018,20.2,19.8,20.2,19.8,1.01K,0.50%
10/23/2018,20.2,20.1,20.2,20.1,0.60K,0.00%
10/26/2018,19.5,20.2,20.2,19.5,5.15K,-3.47%
10/29/2018,21.0,20.9,21.5,20.0,7.15K,7.69%
10/30/2018,21.0,21.0,21.0,20.5,19.32K,0.00%
10/31/2018,21.0,20.1,21.0,20.1,1.14K,0.00%
11/1/2018,21.0,21.0,22.5,20.2,36.61K,0.00%
11/2/2018,22.0,22.5,23.0,22.0,19.85K,4.76%
11/5/2018,22.0,22.0,22.9,22.0,1.17K,0.00%
11/7/2018,21.5,21.8,21.8,20.1,7.71K,-2.27%
11/8/2018,20.0,21.5,21.9,20.0,3.11K,-6.98%
11/9/2018,21.3,20.5,21.3,20.5,4.19K,6.50%
11/12/2018,21.3,20.6,21.3,20.6,1.28K,0.00%
11/13/2018,22.0,21.3,22.2,21.3,5.61K,3.29%
11/14/2018,22.0,20.6,22.0,20.6,0.54K,0.00%
11/15/2018,21.9,21.8,22.0,21.8,0.25K,-0.45%
11/16/2018,21.8,20.6,21.9,20.5,0.33K,-0.46%
11/19/2018,21.0,21.9,21.9,21.0,0.78K,-3.67%
11/21/2018,21.0,21.0,21.0,21.0,2.01K,0.00%
11/23/2018,20.0,21.2,21.2,20.0,9.48K,-4.76%
11/26/2018,20.5,21.0,21.0,20.0,1.59K,2.50%
11/27/2018,20.5,20.5,20.5,20.2,2.03K,0.00%
11/28/2018,21.5,20.5,21.5,20.5,8.66K,4.88%
11/29/2018,21.8,21.4,22.2,21.4,8.36K,1.40%
11/30/2018,21.7,21.9,21.9,21.7,0.21K,-0.46%
12/3/2018,21.0,21.8,21.8,21.0,2.60K,-3.23%
12/4/2018,21.1,21.2,21.2,21.1,0.17K,0.48%
12/5/2018,21.0,21.2,21.2,21.0,0.35K,-0.47%
12/6/2018,21.2,21.0,21.3,21.0,3.60K,0.95%
12/7/2018,21.4,21.3,21.4,21.2,1.25K,0.94%
12/10/2018,21.2,21.3,21.4,21.2,3.71K,-0.93%
12/11/2018,20.9,21.1,21.1,20.9,1.50K,-1.42%
12/12/2018,21.0,21.0,21.3,21.0,5.31K,0.48%
12/13/2018,21.2,21.4,21.4,20.9,0.58K,0.95%
12/14/2018,21.3,21.0,21.3,21.0,5.17K,0.47%
12/17/2018,21.3,21.3,21.3,21.2,0.71K,0.00%
12/18/2018,21.3,21.3,21.3,21.3,0.32K,0.00%
12/19/2018,21.5,20.9,21.5,20.9,6.49K,0.94%
12/20/2018,21.7,21.6,22.0,21.0,1.00K,0.93%
12/21/2018,21.5,21.7,21.7,21.5,4.11K,-0.92%
12/24/2018,21.8,21.5,21.8,21.5,20.63K,1.40%
12/26/2018,22.0,21.8,22.0,21.8,9.74K,0.92%
12/27/2018,22.0,22.1,22.7,21.1,16.29K,0.00%
12/28/2018,23.0,22.7,23.5,22.5,5.73K,4.55%
12/31/2018,23.5,22.5,23.5,22.5,8.33K,2.17%
1/2/2019,24.6,23.5,24.6,23.5,13.97K,4.68%
1/3/2019,25.1,24.0,27.5,24.0,21.27K,2.03%
1/4/2019,24.6,25.1,25.2,24.6,4.57K,-1.99%
1/7/2019,25.1,25.0,25.5,25.0,7.39K,2.03%
1/8/2019,24.5,25.1,25.1,24.5,3.37K,-2.39%
1/9/2019,22.0,25.0,25.0,22.0,32.56K,-10.20%
1/10/2019,23.9,24.0,24.0,23.0,0.24K,8.64%
1/11/2019,23.3,24.0,24.0,23.3,0.32K,-2.51%
1/14/2019,23.1,24.0,24.0,23.1,1.02K,-0.86%
1/16/2019,23.5,23.3,24.0,23.3,3.58K,1.73%
1/17/2019,23.0,23.2,23.2,23.0,3.72K,-2.13%
1/18/2019,23.0,23.1,23.1,23.0,1.85K,0.00%
1/21/2019,22.0,23.0,23.0,22.0,1.88K,-4.35%
1/22/2019,22.3,22.1,22.3,22.0,0.38K,1.36%
1/23/2019,24.0,22.5,24.9,22.0,16.88K,7.62%
1/24/2019,23.9,22.7,24.0,22.7,2.34K,-0.42%
1/25/2019,23.0,23.0,23.0,23.0,3.37K,-3.77%
1/28/2019,23.0,23.0,23.0,23.0,0.10K,0.00%
1/29/2019,22.6,23.0,23.0,22.6,1.69K,-1.74%
1/30/2019,23.9,22.5,24.0,22.4,4.20K,5.75%
1/31/2019,23.0,23.0,23.0,23.0,0.20K,-3.77%
2/6/2019,22.5,22.6,23.0,22.0,12.02K,-2.17%
2/7/2019,22.0,22.1,22.8,22.0,1.86K,-2.22%
2/8/2019,22.9,22.8,23.0,22.8,0.50K,4.09%
2/11/2019,22.5,22.6,22.6,22.0,1.67K,-1.75%
2/12/2019,22.0,22.1,22.2,22.0,0.91K,-2.22%
2/13/2019,23.0,22.0,23.0,22.0,0.24K,4.55%
2/14/2019,22.4,22.6,23.4,22.4,0.21K,-2.61%
2/15/2019,22.1,22.1,22.9,22.0,1.45K,-1.34%
2/18/2019,22.0,22.1,22.1,22.0,0.24K,-0.45%
2/20/2019,21.9,22.5,23.0,21.9,1.26K,-0.45%
2/21/2019,22.4,22.0,22.5,21.9,0.41K,2.28%
2/22/2019,21.0,22.0,22.0,21.0,5.77K,-6.25%
2/25/2019,21.9,22.0,22.0,21.5,2.49K,4.29%
2/26/2019,22.0,21.4,22.0,21.4,1.01K,0.46%
2/27/2019,22.5,22.0,22.5,21.5,3.09K,2.27%
2/28/2019,23.4,22.5,23.4,22.5,1.85K,4.00%
3/1/2019,22.0,22.0,22.0,21.6,5.80K,-5.98%
3/5/2019,22.0,22.0,22.0,21.6,13.00K,0.00%
3/6/2019,23.1,22.0,23.2,22.0,5.29K,5.00%
3/7/2019,22.8,22.8,22.8,22.8,0.00K,-1.30%
3/8/2019,22.0,22.5,22.5,22.0,0.41K,-3.51%
3/11/2019,20.5,22.3,22.3,20.5,19.08K,-6.82%
3/12/2019,21.0,21.0,21.0,20.6,1.91K,2.44%
3/13/2019,22.0,21.5,22.7,20.7,30.08K,4.76%
3/14/2019,22.3,22.4,22.4,22.1,0.41K,1.36%
3/15/2019,22.3,22.5,22.5,22.0,2.20K,0.00%
3/18/2019,23.2,22.6,23.2,22.1,2.07K,4.04%
3/19/2019,23.2,23.2,23.8,23.2,4.56K,0.00%
3/21/2019,23.4,23.6,23.7,23.4,7.77K,0.86%
3/22/2019,22.8,23.4,23.4,22.0,30.97K,-2.56%
3/25/2019,22.0,23.7,23.7,22.0,1.35K,-3.51%
3/26/2019,22.0,22.0,22.9,21.5,17.96K,0.00%
3/27/2019,21.6,21.5,22.0,21.4,14.60K,-1.82%
3/28/2019,22.5,22.0,23.0,21.7,26.38K,4.17%
3/29/2019,21.5,21.5,22.5,21.2,1.73K,-4.44%
4/1/2019,22.0,21.2,22.3,21.2,6.25K,2.33%
4/2/2019,21.5,21.6,22.0,21.5,10.46K,-2.27%
4/3/2019,22.4,21.8,22.5,21.8,3.22K,4.19%
4/4/2019,23.5,22.4,23.5,22.4,8.03K,4.91%
4/5/2019,23.4,23.5,23.5,23.0,1.96K,-0.43%
4/8/2019,23.2,23.2,23.2,23.2,0.06K,-0.85%
4/9/2019,23.2,23.3,23.3,22.2,0.61K,0.00%
4/10/2019,23.0,23.0,23.1,22.4,0.60K,-0.86%
4/12/2019,22.5,22.5,22.5,22.5,0.01K,-2.17%
4/16/2019,23.5,23.1,23.5,23.0,6.28K,4.44%
4/17/2019,23.1,23.1,23.2,23.1,1.26K,-1.70%
4/18/2019,23.1,23.3,23.4,23.0,0.20K,0.00%
4/23/2019,22.7,22.0,22.7,22.0,0.50K,-1.73%
4/24/2019,22.5,21.6,22.5,21.5,6.18K,-0.88%
4/25/2019,22.7,23.0,23.0,21.8,1.14K,0.89%
4/26/2019,22.7,22.7,22.7,22.7,0.10K,0.00%
4/29/2019,22.0,22.9,23.0,22.0,2.22K,-3.08%
4/30/2019,22.9,22.9,22.9,22.9,0.23K,4.09%
5/2/2019,22.8,22.8,22.8,22.8,0.19K,-0.44%
